Fecha,HR_stable,RRbar_s,RMSSD_stable,lnRMSSD,cRMSSD,beta_mode,beta_est_90d,beta_use_90d,R2_winsor_90d,Color_Agudo_Diario,Color_Tendencia,Color_Tiebreak
2025-09-05,47.06867990631962,1.2747330097087377,63.43735146564374,4.150052827805089,54.13328081363667,clipped,3.520142630605444,3.0,0.6130016207209601,Verde,Verde,Verde
2025-09-06,50.6949624735488,1.1835495495495496,40.910065804920144,3.711376140468983,43.74769671989626,clipped,3.518209658921453,3.0,0.6204875991138736,Ámbar,Ámbar,Ámbar
2025-09-07,52.4801559410348,1.1432892857142856,47.14083224250638,3.853139552051048,55.91114044304917,clipped,3.520275470427405,3.0,0.6199627540767881,Ámbar,Verde,Ámbar
2025-09-08,49.15543357725742,1.2206178571428572,56.66227054421493,4.037108566741273,55.22355003283255,clipped,3.4576981126876185,3.0,0.6142874295895994,Verde,Verde,Verde
2025-09-09,51.410811795228526,1.1670696864111498,50.65721909218712,3.925081749505573,56.513233702625065,clipped,3.4983092407939176,3.0,0.6180128350573084,Verde,Verde,Verde
2025-09-10,50.62325549140965,1.1852260273972604,34.94320515074278,3.5537240334907625,37.19878063498811,clipped,3.6331875204542174,3.0,0.6746368438424201,Rojo,Rojo,Rojo
2025-09-11,47.33135798668565,1.267658536585366,54.22245844666215,3.993095185105715,47.178252942598725,clipped,3.554021923588216,3.0,0.6485281296596985,Verde,Ámbar,Verde
2025-09-12,48.75384635878035,1.230672131147541,46.465399313180725,3.838707934821095,44.20809040658112,clipped,3.5086100048001163,3.0,0.6492589083240039,Verde,Ámbar,Ámbar
2025-09-13,49.39771766694843,1.214631016042781,43.2316217401056,3.7665722122045735,43.01312026326193,clipped,3.4787835588166125,3.0,0.645866299532573,Ámbar,Rojo,Ámbar
2025-09-14,47.9604733306588,1.2510301886792454,60.634148794223215,4.104858245818138,55.27062084344823,clipped,3.470066092821446,3.0,0.6404905344067492,Verde,Verde,Verde
2025-09-15,51.802222547598966,1.1582514619883042,40.27661706689056,3.69577107889366,46.37940982142769,clipped,3.443304195078725,3.0,0.6340423047724483,Ámbar,Verde,Verde
2025-09-16,44.90291988720387,1.3362159999999998,67.56705152374863,4.213120460734382,50.54583690212516,clipped,3.464801138223285,3.0,0.6412535935709786,Verde,Verde,Verde
2025-09-17,45.721323147382,1.3122979797979797,56.27971296453598,4.03033413210056,44.55898567861569,clipped,3.3689222624423896,3.0,0.6339493128448104,Verde,Ámbar,Ámbar
2025-09-18,50.95906498154569,1.1774156378600824,41.05257664978872,3.714853602498336,45.18722949988106,clipped,3.308712026656736,3.0,0.6194860068385086,Ámbar,Ámbar,Verde
2025-09-19,57.780349244933525,1.0384153225806454,33.518379754643846,3.5120939377703246,53.64173965024686,clipped,3.332528335343232,3.0,0.6216193368656671,Rojo,Verde,Ámbar
2025-09-20,60.15999205316927,0.9973405572755416,36.18366708855192,3.588607831617849,65.36048089111185,clipped,3.332528335343233,3.0,0.6216193368656671,Rojo,Verde,Rojo
2025-09-21,53.2732980385193,1.1262677966101695,48.38781822298824,3.87924809243576,60.6937737423025,clipped,3.321547990825721,3.0,0.6264324538125612,Verde,Verde,Verde
2025-09-24,55.04715333566188,1.0899746192893405,34.99220029710412,3.555125188000795,48.54972663460536,clipped,3.2507530170030026,3.0,0.6065150493421865,Ámbar,Verde,Verde
2025-09-26,51.1920853584884,1.1720561797752809,66.95639693792587,4.204041615562693,74.5212083839521,clipped,3.256548915396943,3.0,0.6187021248154188,Verde,Verde,Verde
2025-09-27,46.41732104302451,1.2926209150326795,60.76085564693248,4.106945760033493,50.41310482358064,clipped,3.2080859710845853,3.0,0.5824691202391046,Verde,Verde,Verde
2025-09-29,44.795897227423225,1.339408376963351,66.2747868229016,4.193809535616187,49.75728330742522,clipped,3.1998889115603206,3.0,0.5885533564809209,Verde,Verde,Verde
2025-09-30,45.57825163740766,1.3164173228346456,64.45383186970149,4.1659491825394905,50.970081657718914,clipped,3.2291223890250027,3.0,0.5936440940155132,Verde,Verde,Verde
2025-10-01,47.93210927473218,1.2517704918032788,57.88811046608219,4.058512017483628,53.24300983466297,clipped,3.2291223890250027,3.0,0.5936440940155132,Verde,Verde,Verde
2025-10-02,50.46630712018848,1.188912037037037,42.18282467633502,3.742013140004609,45.28285901061367,clipped,3.240978678753476,3.0,0.5959991009963233,Verde,Ámbar,Verde
2025-10-03,46.65725336116399,1.285973684210526,61.37152088842952,4.116945898372397,51.8483971138477,clipped,3.244051411117899,3.0,0.5942537697361976,Verde,Verde,Verde
2025-10-05,55.30005399668571,1.0849898989898992,33.985290935932845,3.5259278114779464,47.930196641917824,clipped,3.19418664102813,3.0,0.59628705059054,Ámbar,Verde,Verde
2025-10-06,49.41354388309564,1.2142419928825623,54.23345699052253,3.9932980056499656,54.28560021522184,clipped,3.318544940432712,3.0,0.6036602757194166,Verde,Verde,Verde
2025-10-07,47.53353755149467,1.2622666666666666,57.65162649201427,4.054418459535024,51.31850167124943,clipped,3.303990529879953,3.0,0.6001908354763685,Verde,Verde,Verde
2025-10-08,49.76090063701013,1.2057659574468085,60.3861975714886,4.10076056179844,61.7279322581034,clipped,3.301299199620595,3.0,0.599060186496225,Verde,Verde,Verde
2025-10-09,48.576995910750064,1.2351525423728813,61.27531174777681,4.11537701708425,58.21561427381135,clipped,3.307835137849189,3.0,0.5899402122871266,Verde,Verde,Verde
2025-10-10,47.99360085321957,1.2501666666666666,46.292835471264674,3.834987207677128,42.41561633400252,clipped,3.342067544387139,3.0,0.5872705544320218,Verde,Rojo,Ámbar
2025-10-11,50.457088591663705,1.1891292517006804,43.12454089491577,3.764092229379859,45.9589816678917,clipped,3.298308114433236,3.0,0.5762293182645272,Ámbar,Ámbar,Verde
2025-10-12,47.12931714624339,1.2730929203539822,63.16373783887223,4.145730368112473,54.80286433899491,clipped,3.448484058551103,3.0,0.6031568910140201,Verde,Verde,Verde
2025-10-13,47.254806028567685,1.269712121212121,62.14649074394364,4.129494352065587,54.40438606899217,clipped,3.5740066469505134,3.0,0.6105016303486696,Verde,Verde,Verde
2025-10-14,47.74876158222989,1.2565770925110131,58.81348951280282,4.074371242076373,53.395522011705374,clipped,3.482749148435006,3.0,0.5993997594087411,Verde,Verde,Verde
2025-10-15,42.141436064387776,1.4237768240343347,90.55970596698948,4.506009367618655,56.69024350242229,clipped,3.451616606675326,3.0,0.6019686252789382,Verde,Verde,Verde
2025-10-16,50.10805859709409,1.1974121863799283,47.26132767416909,3.855692364342771,49.73635715444752,clipped,3.4633783033607064,3.0,0.6050307470888237,Ámbar,Ámbar,Verde
2025-10-17,47.94948115042567,1.2513169811320757,51.37941900186977,3.939237683752287,47.3790393486361,clipped,3.462229604520028,3.0,0.6065670630795454,Verde,Ámbar,Ámbar
2025-10-18,50.33450592523141,1.1920252100840336,41.28576955722748,3.720517877812597,44.03957706738461,clipped,3.4353665617545905,3.0,0.6049662525371129,Ámbar,Rojo,Ámbar
2025-10-19,51.72961444799056,1.159877192982456,36.56419205787365,3.599069402427204,42.20999090834399,clipped,3.430143686228231,3.0,0.6087964456677044,Rojo,Rojo,Rojo
2025-10-20,50.49058225309748,1.1883404255319148,45.60124241299288,3.819934962048144,48.82235834817171,clipped,3.504815007871447,3.0,0.6134966149865441,Ámbar,Verde,Verde
2025-10-21,46.62754240694589,1.286793103448276,58.02466187870995,4.060868124977818,48.927287289177535,clipped,3.6012666002630724,3.0,0.6330262664214867,Verde,Verde,Verde
2025-10-22,46.76466461941356,1.2830200000000005,51.75614448992807,3.9465431592020326,44.20882690614526,clipped,3.637782861829841,3.0,0.6191711722776458,Verde,Rojo,Ámbar
2025-10-23,47.95932472309199,1.25106015037594,56.674209634858165,4.0373192507270215,52.21535714843011,clipped,3.5852653127554257,3.0,0.6119243027250394,Verde,Verde,Verde
2025-10-24,52.43519693596068,1.144269565217391,41.79838278562284,3.732857649443092,50.3294044432042,clipped,3.58568671682611,3.0,0.6119430580614234,Ámbar,Verde,Verde
2025-10-25,50.8104824234391,1.1808586956521738,35.28486896705129,3.5634542308863484,38.49988266921651,clipped,3.5611462427568568,3.0,0.6160686938592892,Rojo,Rojo,Rojo
2025-10-26,49.47735723720881,1.212675925925926,45.32102546100661,3.813771063022232,45.518705123734655,clipped,3.6449911910723714,3.0,0.6203698024833836,Verde,Ámbar,Verde
2025-10-27,51.27092636881204,1.17025386996904,36.70877499305424,3.6030158271087056,41.00580846086233,clipped,3.6404471129468567,3.0,0.6193909927557051,Ámbar,Rojo,Ámbar
2025-10-28,49.07376323740348,1.2226492537313434,37.32181135738531,3.619577910636937,36.55718923908874,clipped,3.71208798916162,3.0,0.6268977816548804,Ámbar,Rojo,Rojo
2025-10-29,52.14648225839333,1.1506049382716048,38.23708932437195,3.643805969291774,44.98204804114794,clipped,3.797500122604617,3.0,0.6186061154558211,Ámbar,Ámbar,Verde
2025-10-30,48.809078690744464,1.22927950310559,39.5916657896583,3.6786186362535376,38.19310389466344,clipped,3.8162017813511766,3.0,0.6263573809085463,Verde,Rojo,Ámbar
2025-10-31,46.44580470255247,1.291828193832599,48.175977195704725,3.874860498385412,40.04509764155297,clipped,3.727370269349184,3.0,0.6133965610991188,Verde,Rojo,Ámbar
2025-11-01,53.69719928648927,1.1173767123287672,37.78288490510718,3.6318562198014255,48.53213178766108,clipped,3.625819868530382,3.0,0.5984432197232261,Verde,Verde,Verde
2025-11-02,53.5931032336373,1.119547038327526,41.12487379622269,3.716613140295969,52.51829790976451,clipped,3.49944003198232,3.0,0.6071530319262336,Verde,Verde,Verde
2025-11-03,51.48801531797644,1.1653197278911565,42.692914300933495,3.7540329650346473,48.29878992873252,clipped,3.382842919985944,3.0,0.618304089316911,Verde,Verde,Verde
2025-11-04,48.07171780602412,1.2481351351351353,43.72406063325854,3.777898537157792,40.25792684090776,clipped,3.359611420122975,3.0,0.6207654786927365,Verde,Rojo,Ámbar
2025-11-05,49.41482444733419,1.2142105263157896,50.80846386184098,3.928062952159852,50.86126813954715,clipped,3.3291975272410856,3.0,0.6095115496007301,Verde,Verde,Verde
2025-11-06,51.856241798247474,1.1570448979591836,33.976848434017505,3.5256793642678663,39.30660716186623,clipped,3.3175334924820468,3.0,0.6062732295453388,Ámbar,Rojo,Ámbar
2025-11-07,46.92354456056528,1.27867578125,46.79559221743424,3.8457890150999097,40.11037568256671,clipped,3.3930960435204143,3.0,0.6047734654861431,Verde,Rojo,Ámbar
2025-11-08,53.27994027216887,1.1261273885350318,32.20833738032921,3.472225343890052,40.747861384288974,clipped,3.3417685372759625,3.0,0.5801236238720012,Ámbar,Ámbar,Verde
2025-11-09,48.41765490141043,1.2392173913043478,46.36991055254649,3.836650769407472,44.02433813917478,clipped,3.230397255667208,3.0,0.5817897168132903,Verde,Verde,Verde
2025-11-10,48.58863469101901,1.23485667752443,52.041649986653326,3.952044359264914,50.19819739470189,clipped,3.215075154386161,3.0,0.5780291889587029,Verde,Verde,Verde
2025-11-11,49.35517341301618,1.2156780303030303,45.29703403950048,3.813241556603778,45.79317858682673,clipped,3.198267960914694,3.0,0.5789144186986974,Verde,Verde,Verde
2025-11-12,47.49575079821454,1.2632709030100335,56.05872400360849,4.02639978421482,50.24036725295835,clipped,3.214870544965034,3.0,0.5748112195863454,Verde,Verde,Verde
2025-11-13,48.9595387226735,1.2255017421602787,40.14375392288295,3.69246685974485,39.61529652685,clipped,3.220928089821247,3.0,0.5782234302652964,Verde,Rojo,Verde
